CNR1	alcohol use disorder	
CYP2E1	alcohol use disorder	
TAS2R13	alcohol use disorder	
NPSR1	alcohol use disorder	
DRD2	alcohol use disorder	
CRHR1	alcohol use disorder	
SLC6A4	alcohol use disorder	
PIK3R1	alcohol use disorder	
CRH	alcohol use disorder	
TACR1	alcohol use disorder	
AVP	alcohol use disorder	
ANKK1	alcohol use disorder	
OPRM1	alcohol use disorder	
CHRM3	TACR3	0.8252219011119977	
CYP3A4	rs2740574	0.9135172474836407	
ABCB1	rs2032582	0.99	
HTR1D	CXCL5	0.8407682499807351	
ADRA1A	AVPR1B	0.8354005520686607	
Doxepin	CHRM1	1	
ADRB2	ADM	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	APOE	0.8638247395845513	
HTR2B	EDN1	0.833320481754769	
CYP2A6	rs4803381	0.99	
CHRM1	GNA11	0.8595571341704282	
HTR1F	SSTR5	0.8354005520686607	
HRH2	P2RY11	0.8252219011119977	
OPRD1	P2RY13	0.8354005520686607	
CHRM2	STAM	0.863443159858049	
ADRB1	PTH1R	0.8354005520686607	
HTR2B	GPR65	0.8354005520686607	
CYP2D6	rs28371706	0.99	
PTGS1	rs10306135	0.99	
ADRB2	UBB	0.863443159858049	
CALM3	CAMK2B	0.842023951637581	
ABCB1	rs2235047	0.99	
HTR1E	NMU	0.8407682499807351	
SELE	SELPLG	0.8140804839148649	
HTR1D	CCL28	0.8407682499807351	
DRD2	PPBP	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	HPX	0.8638247395845513	
DRD3	AGTR2	0.8354005520686607	
DRD3	CCL5	0.8407682499807351	
DRD5	CALCA	0.8407682499807351	
HTR1B	CNR1	0.8354005520686607	
ADRA1B	GNA13	0.8549476386052599	
GRIN2B	GRIN1	0.8611505155370949	
DRD4	PPY	0.833320481754769	
OPRK1	HRH3	0.8354005520686607	
HTR1E	NPBWR1	0.8354005520686607	
DRD5	NPSR1	0.8354005520686607	
ADRB2	PTGER2	0.8252219011119977	
ADRB2	GPR25	0.8252219011119977	
HRH4	TAS2R4	0.8354005520686607	
HTR5A	GNAI1	0.8526462282435747	
ADRB3	CALCA	0.8407682499807351	
OPRM1	S1PR4	0.8252219011119977	
HTR1F	TAS2R31	0.8354005520686607	
DRD1	rs686	0.99	
DRD3	CXCL10	0.8407682499807351	
ADRB3	GPR15	0.8252219011119977	
CHRM4	BDKRB1	0.8354005520686607	
CYP3A4	rs2242480	0.8775210229989678	
OPRM1	C5AR1	0.8354005520686607	
CALM3	CAV1	0.8526462282435747	
DRD3	TAS2R60	0.8354005520686607	
ADRA1D	GHSR	0.8354005520686607	
CHRM1	CYSLTR2	0.8252219011119977	
ADRA1D	GRM1	0.8354005520686607	
ADRA1D	SAA1	0.833320481754769	
OPRD1	GNG2	0.8526462282435747	
OPRM1	NPW	0.8407682499807351	
HTR1A	HCAR2	0.8354005520686607	
Rotigotine	HTR1A	1	
DRD2	rs6275	0.99	
CHRM3	LTB4R2	0.8252219011119977	
DRD3	RLN3	0.8459813396079446	
DRD2	GNAI2	0.8526462282435747	
Olanzapine	CHRM4	1	
CYP2C19	rs12248560	0.99	
HTR1E	TAS2R60	0.8354005520686607	
OPRK1	TAS2R31	0.8354005520686607	
HTR1F	ACKR3	0.8354005520686607	
HTR7	GPR150	0.8252219011119977	
HTR2C	CHRM5	0.8354005520686607	
NDUFC2	TMEM126B	0.8484307441293273	
CHRM3	MLNR	0.8354005520686607	
HTR2B	GCGR	0.8354005520686607	
CHRM4	TAS2R14	0.8354005520686607	
DRD5	CGA	0.849809014912932	
DRD5	GNG2	0.8526462282435747	
Rotigotine	DRD1	1	
HTR7	ADCYAP1R1	0.8354005520686607	
DRD1	PTH2	0.8407682499807351	
HRH4	TAS2R13	0.8354005520686607	
CHRM2	UBB	0.863443159858049	
DRD2	P2RY4	0.8354005520686607	
OPRD1	HTR1F	0.8354005520686607	
CHRM4	TAS2R8	0.8354005520686607	
CHRM4	BDKRB2	0.8354005520686607	
ADRA1B	GRPR	0.8354005520686607	
CYP2D6	rs76088846	0.99	
ADRA1A	GNA13	0.8549476386052599	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	EXOC6	0.818984274335209	
CYP3A4	rs2740574	0.99	
OPRK1	HCAR3	0.8354005520686607	
HTR1B	SST	0.8407682499807351	
HTR5A	APP	0.8407682499807351	
HTR1E	GNAT3	0.8526462282435747	
Amitriptyline	HRH2	1	
HTR1F	TAS2R1	0.8354005520686607	
HRH4	INSL5	0.8407682499807351	
DRD5	TSHB	0.8407682499807351	
CHRM4	NPW	0.8407682499807351	
ADRB2	WASL	0.8628338709774962	
VEGFA	PIK3R1	0.8468891025876341	
CHRM5	LPAR1	0.8252219011119977	
HRH1	GPR17	0.8252219011119977	
GLP2R	LHCGR	0.8354005520686607	
OPRK1	PENK	0.8436671950788296	
HTR1E	HRH4	0.8354005520686607	
HRH4	P2RY13	0.8354005520686607	
DRD2	CCR3	0.8354005520686607	
HTR5A	PYY	0.833320481754769	
CHRM4	CCR3	0.8354005520686607	
CHRM3	CYSLTR2	0.8252219011119977	
Tramadol	CYP2B6	1	
ADRA1D	GPR68	0.8354005520686607	
ABCB1	rs1922242	0.99	
HRH4	GNB1	0.8526462282435747	
HTR2C	OPN4	0.8354005520686607	
GLP2R	GPR83	0.8252219011119977	
CHRM5	AVPR1A	0.8354005520686607	
CHRM3	APP	0.833320481754769	
HTR1A	PF4	0.8407682499807351	
GLP2R	GHRH	0.8407682499807351	
Pergolide	HTR1B	1	
ADRB2	GRB2	0.863443159858049	
OPRD1	CHRM4	0.8354005520686607	
HTR1E	SST	0.8407682499807351	
HTR1B	TAS2R16	0.8354005520686607	
HTR1D	TAS2R13	0.8354005520686607	
GRIN1	SRC	0.8526462282435747	
OPRM1	PYY	0.833320481754769	
ADRA1D	CYSLTR1	0.8252219011119977	
CHRM4	CCR4	0.8354005520686607	
HTR1A	GABBR2	0.8252219011119977	
ADRB2	REPS1	0.8664623807565615	
HTR1B	CCR6	0.8354005520686607	
DRD2	NMUR1	0.8354005520686607	
HTR1A	GPR55	0.8354005520686607	
CYP2B6	rs4802101	0.99	
ADRA1A	GRP	0.8407682499807351	
HTR1A	TAS2R13	0.8354005520686607	
Apomorphine	CALY	1	
CHRM2	HCAR1	0.8354005520686607	
HTR2B	NMS	0.8407682499807351	
HRH4	DRD4	0.8354005520686607	
OPRD1	RXFP3	0.8354005520686607	
HRH2	GPR176	0.8252219011119977	
CHRM1	CYSLTR1	0.8252219011119977	
ADRA2C	RLN3	0.8407682499807351	
HRH4	MT-RNR2	0.8459813396079446	
HTR1D	GALR2	0.8252219011119977	
HTR2B	PMCH	0.833320481754769	
HTR1A	OXGR1	0.8354005520686607	
OPRD1	SAA1	0.8407682499807351	
CHRM2	GRM6	0.8252219011119977	
CHRM3	F2	0.833320481754769	
DRD5	GPBAR1	0.8354005520686607	
CHRM4	CXCR2	0.8354005520686607	
HRH2	PTH1R	0.8354005520686607	
HTR2C	OXT	0.833320481754769	
HTR1E	SSTR1	0.8354005520686607	
OPRK1	GALR2	0.8252219011119977	
Ropinirole	HTR1A	1	
HTR1A	INSL5	0.8407682499807351	
HRH2	SCT	0.8407682499807351	
HTR1E	S1PR5	0.8252219011119977	
Olanzapine	DRD3	1	
ADRB2	SCT	0.8407682499807351	
HTR2C	GRP	0.8407682499807351	
DRD2	ACKR3	0.8354005520686607	
DRD3	ADORA3	0.8354005520686607	
DRD5	GPR27	0.8252219011119977	
HTR1A	CXCL13	0.8407682499807351	
HRH4	TAS2R45	0.8354005520686607	
HTR2A	EDN1	0.833320481754769	
CHRM2	TAS2R39	0.8354005520686607	
CHRM4	CCR8	0.8354005520686607	
OPRM1	RXFP3	0.8354005520686607	
HTR1E	TAS2R7	0.8354005520686607	
ABCB1	rs9282564	0.99	
NTRK2	rs1778929	0.99	
HTR5A	MCHR1	0.8354005520686607	
DRD4	GPR18	0.8354005520686607	
ADRA2A	ADRA2B	0.8291463109497466	
HTR1B	MCHR1	0.8354005520686607	
ADRA1A	HCRT	0.833320481754769	
HTR5A	RXFP3	0.8354005520686607	
VEGFA	RHOA	0.8252219011119977	
CHRM4	GRM7	0.8252219011119977	
ADRA2B	ADRA2C	0.8459813396079446	
CYP3A4	MGST1	0.792109822701367	
HTR1B	CCL21	0.8407682499807351	
HRH4	CXCL12	0.8407682499807351	
DRD1	PTH2R	0.8354005520686607	
DRD2	CORT	0.8407682499807351	
OPRK1	MCHR1	0.8354005520686607	
HTR1F	SSTR4	0.8354005520686607	
CYP3A4	rs12721627	0.8775210229989678	
ADRA1D	FFAR3	0.8354005520686607	
OPRK1	ADRA2C	0.8252219011119977	
HTR1A	CCL23	0.8407682499807351	
DRD3	NPW	0.8407682499807351	
NDUFC2	TIMMDC1	0.8484307441293273	
OPRM1	CORT	0.8407682499807351	
HTR1F	GRM6	0.8252219011119977	
OPRD1	CCL5	0.8407682499807351	
CHRM1	KISS1	0.833320481754769	
HTR1D	AGTR2	0.8354005520686607	
Eletriptan	CYP2C19	1	
DRD4	TAS2R5	0.8354005520686607	
HTR2A	NPSR1	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	NCOA3	0.818984274335209	
DRD2	AGT	0.8407682499807351	
HTR1B	LPAR1	0.8252219011119977	
HTR5A	ADORA3	0.8354005520686607	
HTR1A	GRM6	0.8252219011119977	
HTR2C	QRFP	0.833320481754769	
CYP2C9	rs12782374	0.99	
GLP2R	CRH	0.8407682499807351	
HTR2C	GPR132	0.8354005520686607	
HTR1A	DRD3	0.8354005520686607	
OPRK1	TAS2R19	0.8354005520686607	
HTR1E	CXCL5	0.8407682499807351	
CYP2B6	rs12721646	0.99	
HRH1	XCR1	0.8252219011119977	
Carvedilol	GJA1	1	
CHRM2	CCL27	0.8407682499807351	
ADRA1D	LPAR5	0.8252219011119977	
CHRM2	OPRL1	0.8354005520686607	
Metoprolol	CYP2C19	1	
CYP3A4	rs4646440	0.9135172474836407	
ADRB2	CALCB	0.8407682499807351	
HTR1D	MT-RNR2	0.8459813396079446	
OPRM1	PMCH	0.8407682499807351	
HRH1	GAST	0.8407682499807351	
CHRM4	RXFP4	0.8354005520686607	
DRD3	BDKRB2	0.8354005520686607	
HTR7	PTH2	0.8407682499807351	
DRD2	GRM4	0.8252219011119977	
HRH1	NTS	0.833320481754769	
SLC6A4	rs1042173	0.99	
HTR1E	TAS2R19	0.8354005520686607	
HTR2C	GNA14	0.8595571341704282	
HTR2B	LTB4R2	0.8252219011119977	
HTR1E	CCL28	0.8407682499807351	
ADRA1D	NPSR1	0.8354005520686607	
OPRK1	CXCL12	0.8407682499807351	
CYP2D6	CYP2D6*1, CYP2D6*3, CYP2D6*4, CYP2D6*5	0.99	
DRD1	TSHR	0.8354005520686607	
OPRM1	GABBR1	0.8252219011119977	
CHRM5	LPAR4	0.8354005520686607	
ADRB2	SLC18A3	0.863443159858049	
CHRM2	HIP1R	0.8628338709774962	
HTR5A	GALR1	0.8252219011119977	
GRIN2A	CAMK2G	0.8516636985739204	
CHRM4	PMCH	0.8407682499807351	
Amitriptyline	HTR6	1	
HTR1A	CCR2	0.8354005520686607	
HRH1	OPN4	0.8354005520686607	
HTR1D	NPBWR1	0.8354005520686607	
CHRM2	P2RY12	0.8354005520686607	
Carvedilol	XDH	1	
CHRM2	HTR1E	0.8354005520686607	
DRD4	NPY4R	0.8252219011119977	
DRD3	CXCR1	0.8354005520686607	
CHRM4	HTR1E	0.8354005520686607	
OPRK1	GAL	0.833320481754769	
HIF1A	EPAS1	0.849809014912932	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*1xN, CYP2D6*2, CYP2D6*2xN, CYP2D6*3, CYP2D6*4, CYP2D6*41, CYP2D6*5, CYP2D6*6	0.99	
HRH1	GRM5	0.8354005520686607	
ADRA1B	PROKR2	0.8354005520686607	
DRD4	SUCNR1	0.8354005520686607	
DRD2	rs6279	0.99	
DRD3	CCR4	0.8354005520686607	
HTR2C	NPFF	0.833320481754769	
CYP3A4	rs2246709	0.9509900498999999	
DRD2	BDKRB1	0.8354005520686607	
DRD3	CCR8	0.8354005520686607	
CHRM1	NMUR2	0.8421959353175904	
HTR5A	OPRL1	0.8354005520686607	
Tramadol	SLC6A2	1	
CHRM2	GALR2	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	LDB3	0.818984274335209	
HTR1B	RXFP3	0.8354005520686607	
ADRA1D	AVPR1A	0.8354005520686607	
HTR1F	GALR2	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SETX	0.818984274335209	
NDUFC2	NDUFA9	0.8478585989808651	
ADRB3	ADM2	0.8407682499807351	
HTR1B	CHRM4	0.8354005520686607	
Amitriptyline	KCNQ3	1	
CYP2C8	CYP2C8*1A, CYP2C8*2, CYP2C8*3	0.99	
HRH4	NPY2R	0.8252219011119977	
ADRB1	P2RY11	0.8252219011119977	
CHRM5	TAC3	0.833320481754769	
HTR7	CALCA	0.8407682499807351	
CHRM5	QRFPR	0.8252219011119977	
DRD2	NPBWR1	0.8354005520686607	
OPRM1	LPAR1	0.8252219011119977	
NDUFC2	ACAD9	0.8484307441293273	
DRD4	APP	0.8407682499807351	
HRH2	POMC	0.833320481754769	
CYP3A4	CYP3A4*1, CYP3A4*22	0.9509900498999999	
CHRM2	GNAI1	0.8526462282435747	
CHRM3	NPFFR1	0.8252219011119977	
Pramipexole	DRD3	1	
HRH4	CCR2	0.8354005520686607	
DRD3	PF4	0.8407682499807351	
Ropinirole	ADRA2B	1	
CYP2B6	rs2279343	0.99	
OPRK1	CHRM4	0.8354005520686607	
GRIN2B	GRIN2D	0.8354005520686607	
HRH4	HCAR2	0.8354005520686607	
HTR1E	CXCL3	0.8407682499807351	
HTR6	PTH	0.8407682499807351	
HRH2	RAMP3	0.8421959353175904	
VEGFA	rs3025039	0.99	
HTR5A	TAS2R4	0.8354005520686607	
CHRM4	APLNR	0.8354005520686607	
OPRM1	SSTR3	0.8354005520686607	
HTR2B	NMB	0.8407682499807351	
HTR1F	CCR10	0.8354005520686607	
ADRB2	CD4	0.863443159858049	
GLP2R	SCTR	0.8354005520686607	
DRD4	NMU	0.8407682499807351	
CHRM4	CCL23	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SPAST	0.8638247395845513	
HTR1D	CCL21	0.8407682499807351	
Olanzapine	HTR1B	1	
DRD4	GNAT3	0.8526462282435747	
HTR2A	CHRM1	0.8354005520686607	
OPRD1	ADORA1	0.8354005520686607	
ADRA1A	PROKR2	0.8354005520686607	
HTR1B	PTGER3	0.8252219011119977	
DRD2	ADORA3	0.8354005520686607	
ADRA1B	UTS2R	0.8354005520686607	
DRD2	NMS	0.8407682499807351	
OPRM1	TAS2R30	0.8354005520686607	
HTR1D	MTNR1B	0.8252219011119977	
HRH2	GPR15	0.8252219011119977	
HTR1E	BDKRB1	0.8354005520686607	
DRD5	PTGER4	0.8252219011119977	
HTR1B	CCR1	0.8354005520686607	
HRH4	HCAR3	0.8354005520686607	
DRD3	CXCL9	0.8407682499807351	
HRH2	GNG2	0.8526462282435747	
HTR7	rs1935349	0.99	
OPRK1	HTR1A	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CFD	0.8638247395845513	
ADRA1B	GNA15	0.8595571341704282	
CHRM4	GAL	0.833320481754769	
DRD3	P2RY14	0.8354005520686607	
VEGFA	ITGB3	0.8557214641066988	
HTR2A	GPR4	0.8354005520686607	
HTR2C	FFAR3	0.8354005520686607	
ADRB2	EPN1	0.863443159858049	
CHRM3	PTGFR	0.8252219011119977	
GLP2R	GPR27	0.8252219011119977	
HTR1A	CCR6	0.8354005520686607	
DRD2	rs1800497	0.99	
DRD5	SCT	0.8407682499807351	
ADRB1	GHRHR	0.8354005520686607	
CHRM2	CXCR6	0.8354005520686607	
HTR5A	TAS2R20	0.8354005520686607	
Tramadol	OPRM1	1	
ADRB2	AVPR2	0.865531144445342	
CHRM2	TAS2R7	0.8354005520686607	
Ropinirole	CYP1A2	1	
NTRK1	RIT1	0.8338600276875079	
HTR1B	ADORA3	0.8354005520686607	
DRD1	MC1R	0.8252219011119977	
HTR1D	GALR1	0.8252219011119977	
CYP2D6	CYP2D6*10, CYP2D6*2	0.99	
CHRM4	OXGR1	0.8354005520686607	
HTR1E	SSTR2	0.8354005520686607	
ADRA1A	AVPR1A	0.8354005520686607	
GLP2R	ADCYAP1	0.8407682499807351	
HTR6	CALCRL	0.8421959353175904	
HRH4	GNG2	0.8526462282435747	
DRD4	TAS2R39	0.8354005520686607	
DRD3	P2RY12	0.8354005520686607	
CYP2C9	CYP2C9*1, CYP2C9*3, CYP2C9*8	0.99	
HTR1F	PPY	0.833320481754769	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	NLRC4	0.8638247395845513	
ADRB3	HTR7	0.8354005520686607	
CYP3A4	rs4646437	0.9135172474836407	
DRD1	NPSR1	0.8354005520686607	
HTR2C	NPFFR1	0.8252219011119977	
HRH1	GCG	0.8407682499807351	
HTR2A	ADRA1B	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	refseq:NP_001914	0.818984274335209	
OPRM1	PENK	0.8436671950788296	
DRD3	AGT	0.8407682499807351	
ADRA1A	F2RL2	0.8252219011119977	
DRD1	GPR83	0.8252219011119977	
CHRM5	TAC1	0.833320481754769	
VEGFA	BCAR1	0.8532543843767528	
Metoprolol	SLC22A2	1	
DRD1	PTH1R	0.8354005520686607	
HTR2B	XCL2	0.833320481754769	
HTR2A	LTB4R	0.8252219011119977	
HTR6	VIPR1	0.8252219011119977	
OPRD1	CXCR4	0.8354005520686607	
ADRA1A	TAC1	0.833320481754769	
DRD2	GALR3	0.8252219011119977	
ADRA1A	GPR17	0.8252219011119977	
CHRM2	SYNJ2	0.8613363396709319	
OPRD1	TAS2R46	0.8354005520686607	
DRD3	CCL28	0.8407682499807351	
HRH1	GNA11	0.8595571341704282	
DRD3	SSTR1	0.8354005520686607	
HTR6	GCG	0.849809014912932	
Imipramine	ADRA1D	1	
ADRB2	HRH2	0.8354005520686607	
GRIN1	ACTN2	0.8398120133516425	
OPRK1	NPBWR1	0.8354005520686607	
DRD4	GRM4	0.8252219011119977	
DRD3	rs167770	0.99	
CHRM2	DAB2	0.8639805355496311	
HRH4	CCR1	0.8354005520686607	
Apomorphine	HTR1A	1	
DRD5	GCGR	0.8354005520686607	
HTR6	RAMP2	0.8421959353175904	
CHRM2	FNBP1L	0.863443159858049	
CHRM3	GNRH2	0.8407682499807351	
HRH2	RAMP1	0.8421959353175904	
GRIN2A	CAMK2B	0.8516636985739204	
ADRA1D	LPAR2	0.8252219011119977	
CHRM1	GPR68	0.8354005520686607	
OPRK1	TAS2R43	0.8354005520686607	
ADRB1	ADCYAP1R1	0.8354005520686607	
HTR2C	rs6318	0.99	
Perphenazine	DRD2	1	
HTR5A	PNOC	0.8407682499807351	
HRH4	CXCR4	0.8354005520686607	
ADRA1D	GCG	0.8407682499807351	
OPRM1	GALR1	0.8252219011119977	
Paliperidone	ADRA2C	1	
HTR5A	TAS2R39	0.8354005520686607	
OPRK1	TAS2R41	0.8354005520686607	
HTR2B	ADRA1D	0.8354005520686607	
ADRA1D	PROKR2	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CABLES1	0.818984274335209	
GRIN2B	rs1072388	0.99	
CHRM3	AGT	0.8407682499807351	
ADRB1	FSHB	0.8407682499807351	
Olanzapine	ADRA2B	1	
HTR1B	TAS2R8	0.8354005520686607	
CHRM2	TAS2R4	0.8354005520686607	
CHRM5	CCK	0.833320481754769	
ADRA1D	TRH	0.8407682499807351	
Salmeterol	CYP2C8	1	
CYP2A6	rs28399433	0.99	
ADRA1B	GRM1	0.8354005520686607	
OPRM1	CXCL11	0.8407682499807351	
DRD3	PENK	0.8407682499807351	
CHRM5	GNRH1	0.8407682499807351	
CHRM1	TACR1	0.8252219011119977	
DRD5	ADCYAP1R1	0.8354005520686607	
OPRM1	TAS2R4	0.8354005520686607	
CHRM4	SSTR2	0.8354005520686607	
HTR1E	TAS2R16	0.8354005520686607	
HTR2B	ADRA1A	0.8354005520686607	
VEGFA	rs6900017	0.99	
DRD3	FPR1	0.8354005520686607	
CHRM5	FFAR2	0.8354005520686607	
HTR7	VIP	0.833320481754769	
HTR1A	SAA1	0.8407682499807351	
OPRD1	NPBWR1	0.8354005520686607	
ADRB3	HTR6	0.8354005520686607	
HTR1E	TAS2R50	0.8354005520686607	
CHRM2	PMCH	0.8407682499807351	
OPRM1	CXCL3	0.8407682499807351	
CHRM2	POMC	0.8407682499807351	
CYP2B6	rs12721655	0.99	
CHRM1	ADRA1B	0.8354005520686607	
HTR1A	CNR2	0.8354005520686607	
ADRB1	MC2R	0.8252219011119977	
OPRM1	GPR17	0.8252219011119977	
ADRB2	GPR15	0.8252219011119977	
CHRM4	CXCL3	0.8407682499807351	
HTR5A	CCR9	0.8354005520686607	
ADRA1A	XCR1	0.8252219011119977	
APOC1	rs429358	0.8551864921887058	
ADRA1D	GCGR	0.8354005520686607	
CHRM2	PIK3C2A	0.8441288359160942	
SLC6A4	rs57098334	0.99	
HTR2B	NPFFR1	0.8252219011119977	
CYP2D6	CYP2D6*1, CYP2D6*100, CYP2D6*101, CYP2D6*13, CYP2D6*2, CYP2D6*31, CYP2D6*4, CYP2D6*5, CYP2D6*69	0.99	
HRH4	CXCR1	0.8354005520686607	
Imipramine	KCND3	1	
HRH1	LPAR2	0.8252219011119977	
ADRA1A	LPAR1	0.8252219011119977	
HTR7	GPR83	0.8252219011119977	
CYP2C8	rs11572103	0.99	
HTR1B	AGT	0.8407682499807351	
APOC1	rs7412	0.8551864921887058	
OPRD1	GPR17	0.8252219011119977	
OPRM1	DRD4	0.8354005520686607	
HTR1B	POMC	0.8407682499807351	
CHRM3	CHRM3	0.8354005520686607	
DRD3	GRM6	0.8252219011119977	
ALB	FABP6	0.8421959353175904	
CHRM4	SSTR4	0.8354005520686607	
ADRA1D	GNG2	0.8632667287580127	
OPRK1	AGTR2	0.8354005520686607	
Pramipexole	HTR1B	1	
HRH4	CCR5	0.8354005520686607	
ADRA1B	NPFF	0.833320481754769	
HTR2C	LTB4R2	0.8252219011119977	
HTR2A	FFAR1	0.8354005520686607	
HTR2C	UTS2	0.8407682499807351	
HTR2A	GRP	0.8407682499807351	
DRD3	MTNR1A	0.8252219011119977	
Risperidone	ADRA2B	1	
CHRM3	GNRH1	0.8407682499807351	
OPRM1	TAS2R13	0.8354005520686607	
HTR1E	NPY	0.833320481754769	
HTR1E	TAS2R13	0.8354005520686607	
Levodopa	CYP2D6	1	
HRH2	RXFP1	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CTAGE5	0.8638247395845513	
HTR1E	OPRD1	0.8354005520686607	
Apomorphine	DRD4	1	
HTR1A	TAS2R9	0.8354005520686607	
HTR1F	DRD4	0.8354005520686607	
HRH1	CCKBR	0.8354005520686607	
HTR1F	CCL19	0.8407682499807351	
ADRB3	GPR150	0.8252219011119977	
OPRD1	CCR10	0.8354005520686607	
OPRK1	RXFP3	0.8354005520686607	
VEGFA	rs833069	0.99	
HTR5A	CNR2	0.8354005520686607	
ADRA1A	GAST	0.8407682499807351	
OPRM1	HTR1E	0.8354005520686607	
ADRA1B	HRH1	0.8354005520686607	
HTR5A	PPY	0.833320481754769	
HTR2A	CCK	0.833320481754769	
ADRA1A	ADRA1A	0.849809014912932	
CYP3A4	CYP3A4*1, CYP3A4*22	0.99	
HTR2A	OXT	0.833320481754769	
Pergolide	DRD5	1	
ADRB2	VAMP3	0.863443159858049	
HTR6	GPR27	0.8252219011119977	
DRD2	rs1125394	0.99	
HTR1F	OXER1	0.8252219011119977	
ADRB2	VAMP4	0.863443159858049	
ADRA1A	CCKAR	0.8252219011119977	
HTR1D	FPR3	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	QTRTD1	0.818984274335209	
CHRM2	SYNJ1	0.8613363396709319	
HTR2B	GCG	0.8407682499807351	
HTR1B	TAS2R45	0.8354005520686607	
HTR1F	ANXA1	0.8459813396079446	
Metoprolol	ADRB1	1	
DRD2	CNR1	0.8354005520686607	
OPRM1	TAS2R45	0.8354005520686607	
BDKRB1	rs12050217	0.827046546547974	
OPRD1	S1PR1	0.8252219011119977	
Citalopram	ABCB1	1	
DRD5	PTHLH	0.8407682499807351	
DRD4	FPR1	0.8354005520686607	
Risperidone	HTR1D	1	
Propranolol	CYP2C19	1	
HRH1	FFAR1	0.8354005520686607	
Levodopa	SLC16A10	1	
CHRM4	SUCNR1	0.8354005520686607	
ADRA1A	PMCH	0.833320481754769	
CHRM5	TACR3	0.8252219011119977	
OPRD1	C3AR1	0.8354005520686607	
CHRM4	TAS2R20	0.8354005520686607	
OPRD1	TAS2R8	0.8354005520686607	
HTR2B	P2RY11	0.8252219011119977	
DRD3	HCAR3	0.8354005520686607	
CYP3A4	rs2246709	0.8775210229989678	
DRD2	HRH3	0.8354005520686607	
FMO3	rs2266782	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ADRA1B	0.8638247395845513	
HTR1A	NPW	0.8407682499807351	
HRH4	P2RY14	0.8354005520686607	
ADRB2	PTHLH	0.8407682499807351	
HRH2	TSHB	0.8407682499807351	
DRD3	rs963468	0.99	
HTR2A	CCL23	0.833320481754769	
CYP3A4	rs4646440	0.9509900498999999	
HTR2B	LPAR5	0.8252219011119977	
ADRB2	RLN2	0.8459813396079446	
DRD2	SSTR1	0.8354005520686607	
Imipramine	CYP3A4	1	
GLP2R	GPR20	0.8252219011119977	
DRD4	TAS2R9	0.8354005520686607	
HTR1A	P2RY4	0.8354005520686607	
CHRM3	FFAR3	0.8354005520686607	
CHRM4	ADRA2B	0.8252219011119977	
DRD5	GPR15	0.8252219011119977	
DRD2	CCL21	0.8407682499807351	
CHRM4	ADRA2C	0.8252219011119977	
ADRB1	CALCR	0.8421959353175904	
NDUFC2	NDUFS2	0.8478585989808651	
CYP2C19	CYP2C19*1, CYP2C19*2, CYP2C19*3, CYP2C19*4, CYP2C19*5, CYP2C19*6, CYP2C19*8	0.99	
OPRK1	TAS2R7	0.8354005520686607	
HTR2B	LPAR6	0.8354005520686607	
CHRM5	TRH	0.8407682499807351	
HTR1B	NPB	0.8407682499807351	
Lurasidone	HTR7	1	
HTR1F	LPAR3	0.8252219011119977	
CYP2E1	rs6413432	0.99	
CHRM4	TAS2R46	0.8354005520686607	
HTR1E	NPY4R	0.8252219011119977	
HTR1D	C3	0.8407682499807351	
ADRA1A	CYSLTR2	0.8252219011119977	
OPRD1	ADORA3	0.8354005520686607	
DRD2	CXCL11	0.8407682499807351	
HTR2C	F2	0.833320481754769	
Doxepin	ADRA1A	1	
HRH4	RXFP4	0.8354005520686607	
HTR1A	PMCH	0.8407682499807351	
HTR2B	F2RL3	0.8252219011119977	
HRH4	AGT	0.8407682499807351	
HTR2A	UTS2B	0.8407682499807351	
ADRB2	ADORA2B	0.8354005520686607	
HTR1B	P2RY12	0.8354005520686607	
Carvedilol	PTGS1	1	
HTR1D	SUCNR1	0.8354005520686607	
DRD4	GPR55	0.8354005520686607	
ADRB3	GIPR	0.8354005520686607	
HTR1D	TAS2R16	0.8354005520686607	
HTR2C	KNG1	0.8407682499807351	
DRD3	CCL20	0.8407682499807351	
HTR1A	TAS2R30	0.8354005520686607	
CYP2D6	CYP2D6*1, CYP2D6*1xN, CYP2D6*2, CYP2D6*2xN, CYP2D6*3, CYP2D6*4, CYP2D6*5	0.99	
Pergolide	DRD4	1	
